Image ID,x1 (cm),y1 (cm),z1(cm),,Zx(cm),Zy(cm),Zz(cm),,Yx(cm),Yy(cm),Yz(cm),,Xx(cm),Xy(cm),Xz(cm)
112531,3.2673744265925335,4.097753350565784,16.32117867209206,,-1.973582863346774,-2.2591572021738746,-0.03434264651801655,,-2.2367862841975716,1.9600262691233645,-0.39380724113704346,,-0.31899498480316746,0.23346468729179826,2.973842033373355
112532,4.751131607098292,-2.155820260760327,11.848722546661557,,-2.7277513692115405,1.2462889435611162,-0.07833477466542504,,1.2467462128068831,2.707361673144737,-0.3403184562121506,,0.07068485422113024,0.3419892395152839,2.9796051771064374
112535,-5.55984219514952,-6.114838970199126,21.60781518326768,,1.3802602473668202,2.6592422987131434,0.152682829007464,,2.6324449977410196,-1.3356281086420365,-0.5350989527868428,,0.40634343037284104,-0.3801683208003146,2.947941156884358
112536,-8.15761331777086,-2.6609472786839765,18.879868975207373,,2.8444806743797244,0.946195955847797,-0.11680285192382556,,0.9174600660946624,-2.816630630737925,-0.4741929112823655,,0.2592233018110859,-0.4138902066081589,2.9599828000635426
112537,-9.081463952282212,1.0011646357098432,22.15380499833931,,2.5921252959048218,-1.5018321759128461,-0.15933162185589822,,-1.488058284152899,-2.4856959051923737,-0.7791010267441507,,-0.25800967674541475,-0.7522074064397076,2.892683014850224
112538,-7.42068395103464,2.8379592685038397,23.327571951135873,,2.231183151480132,-1.9997579481707257,-0.15096321829901882,,-1.9861436333949545,-2.172177562796204,-0.5804120115998899,,-0.2775882059380024,-0.5316133786999289,2.9394441657414383
112540,2.5311690425097053,4.243626421748277,11.179300920853478,,-1.9149590507691192,-2.2930345651946835,-0.2737230657066796,,-2.235617770477497,1.929894366788976,-0.5268025411493387,,-0.5787443461517863,0.13228838141955457,2.9406725023264215
112541,4.5520684658048225,-0.3367078907220332,13.160801407938425,,-2.987064527508554,0.2177009148699579,-0.17335460814435422,,0.23010731990135813,2.98315763499058,-0.21868046580621048,,-0.15651239512547654,0.2310342755138088,2.9869929751691586
187014,-5.353022991141328,-6.279910462859628,13.844734970563746,,1.6579322400274714,2.4547519365684067,-0.4748195629827663,,2.4928107966204083,-1.6668390979256698,0.08684327192740682,,0.19275637403264057,0.44253853113598307,2.960912803297287
187017,4.090618250630612,-3.995634728726997,15.380640370241352,,-2.304626602415701,1.879268428730668,-0.3962907975389154,,1.8937616991343926,2.3266417997793254,0.02011373687909135,,-0.3199419483741992,0.23470856033769438,2.973642386262128
187018,2.8295615282563458,3.2892991274476318,14.799981384782882,,-2.2169827398897124,-1.9383710995046868,-0.5724552485881311,,-1.959397231225448,2.2696616771399407,-0.09694514731720894,,-0.49573180379833204,-0.30224717025524717,2.9432799096884317
187019,1.303090562851551,5.3188254270396875,16.35383489712081,,-1.744405246341397,-2.3290458732402963,-0.7297915160365704,,-2.3979029712218125,1.8026662754860192,-0.02134572160802506,,-0.4550952396391472,-0.5709112186388632,2.909802175971773
187021,-7.72440061890296,2.1957094026173904,16.66783599439776,,2.253452548594474,-1.8483206709531899,-0.711099366164964,,-1.8849265824756127,-2.3322059809653197,0.08869634167426099,,0.6074564921950136,-0.38016570028967744,2.9131547590908013
187022,-8.51795749906595,1.6349998552717122,15.625829589315899,,2.4956882804286025,-1.599884735544931,-0.46033557314382634,,1.5592274371576096,2.5369927855247956,-0.36397445708462683,,-0.5833950686680858,-0.06353297699197968,-2.942042446105818
187023,-8.240686025322821,0.2573899475366156,11.48356425277707,,2.5653257596530032,-1.4497666047831892,-0.5632766092393346,,1.4242391945675292,2.626218197677605,-0.2729847886689374,,-0.6250171705788343,0.03398190463196721,-2.933973204826385
187024,-5.201007901122631,-5.4166200179524795,15.618100371541956,,1.8637467539888375,2.3246079704705744,-0.3502082532162145,,2.3382323714565714,-1.879289535112946,-0.030663011716800526,,0.2431407289383074,0.25390672862223607,2.979331126124066
187025,-4.244654632271572,-6.681463015337981,15.534777194775486,,1.6159404307338416,2.503564058080782,-0.34771185111498504,,2.5151786700866876,-1.6335705780555223,-0.0729617985819182,,0.2502254620550928,0.2522185036777316,2.9788878872058753
187026,3.4751721952586196,-4.5311480496543615,13.552260619594145,,-2.2767381230837684,1.9086598718152974,-0.4165105192177183,,1.9391172455450203,2.2856034797350304,-0.12586119915610539,,-0.237250557274149,0.36473857370057594,2.968278616627485
187027,5.20842513887466,-4.389946424795934,14.324284236409289,,-2.5347349736031712,1.5685013577554416,-0.33900162877524664,,-1.5053174923208523,-2.5436499108320154,-0.5136773096382026,,0.5560016734739159,0.26391025338856533,-2.9361903067155897
