Image ID,x,y,z,Rx,Ry,Rz
105193.0,-7.1458639800000014,3.9526536599999993,0.7994628600000055,0.000848085887949113,0.005740715022734219,0.02940031078223593
105194.0,-14.289975159999997,4.860013320000007,0.6239982800000021,-0.001580973389170763,0.003857052239903951,0.6178731454586563
105197.0,-12.704282640000205,-1.274557639999994,-0.7329902799999957,-0.01956959335823715,-0.012870092929290889,2.2490928150543286
105198.0,-10.338110480000111,10.273910480000005,-96.47579676000001,-0.06301074903681389,-0.18527371120297523,3.1198058935385338
105199.0,-9.808985820000046,9.445114700000019,-0.8568401999999935,0.024837295172681212,0.027780974600554557,-2.446013624598504
105201.0,-7.282805160000098,-5.103781819999991,-0.8431578999999942,0.01045386160592242,-0.017679667497259546,-0.9786875787967111
105202.0,-6.117988619999991,4.596577060000008,-0.16138390000001834,-0.00014145962763134975,0.0034416272921719403,-0.06634456535910305
105203.0,-13.872645120000094,5.047143040000012,0.46527279999999394,-0.004151199875316089,0.009691765107682018,0.5409442872006701
105207.0,-9.283039179999996,4.287369120000012,-0.9380926000000045,-0.02373244025672428,-0.014922670767485718,2.342319936853056
105208.0,3.045520099999848,1.0597029000000149,-0.8978268400000076,-0.027207493066823633,-0.02986188263430488,3.1288617026847194
105209.0,-0.7313568000001318,-1.9272857999999893,-0.9739768399999988,-0.02317505055200765,-0.012197395027372495,2.1911748924172705
105212.0,-0.13435286000015978,12.996990239999999,0.9117298000000034,-0.007890612442982272,0.0032825483648011183,0.8834563487087184
105213.0,-1.9201091200000988,2.1287679200000014,1.0093348799999973,-0.0024144708523428276,0.013574166406171897,0.3214086787559887
105214.0,-7.884026380000066,3.960064840000001,0.09792743999999942,0.00028380294215498157,-0.0013005049291419308,-0.28692477451868686
105215.0,-1.3041697400000842,1.5536999600000065,0.1841151599999975,-0.00014589831053852606,0.010679381650935762,-0.8618213203512355
105219.0,11.465938720000008,7.673580319999996,-0.3747385600000115,0.018786723750638962,0.02783218333428009,-2.1820431734075445
105220.0,0.8339059199998466,8.275578239999998,-0.546664799999995,0.026488600535515775,0.02687529543384467,-2.654080434679012
105221.0,6.448386639999875,1.6892603600000005,-0.32230375999999694,0.0246969345605145,0.030160858135852085,-3.0893023894944194
105222.0,0.9285100799999739,6.500957760000002,-0.31759152000000057,-0.021251029468939624,-0.01680763239816161,2.6494238012457902
105223.0,2.44031089999984,-1.7230016999999975,-0.3972004799999951,-0.018446484007913367,-0.011770613605049584,2.232024564957529
105228.0,0.29430159999986927,8.708931999999994,1.1205104000000006,-0.005754187643661958,0.012289717155386029,0.6392902472108434
105229.0,3.7428103999998754,0.7167572,0.9190376000000171,-0.00213122711688773,0.012512925135948753,0.33147685757993794
105230.0,5.431404679999986,-1.2089535199999997,0.6422410000000127,-0.0005663792715735596,0.008224320785668583,0.17472800528044363
105231.0,0.9735277599998824,0.38745515999999824,-0.0501746399999945,0.0009986517604517594,-0.0014979154594176672,-0.460093132493847
105232.0,0.5623764999999352,-5.384848420000008,0.05596684000001062,0.00014593722729514607,0.010104797298485286,-0.8658455695418027
105235.0,-0.29425974000004373,12.415382679999997,-0.46706928000000403,0.015181731872961252,0.02661067609193213,-2.0812619166516884
105236.0,1.634686599999899,9.679118799999994,-0.6339648399999902,0.024950482681050958,0.026440063736636498,-2.4987722207440726
105237.0,2.363180759999935,6.947363260000001,-0.5855329800000035,0.028868442795401277,0.027100987114050238,-2.713044470873921
105238.0,-3.1759493599999615,5.262729959999998,-0.681915360000005,-0.029707691273077083,-0.026455024345367475,3.0650964682112587
105239.0,1.7847418399999242,5.076675079999998,-0.47140271999997907,-0.018771022542936697,-0.013485977360944664,2.4043310719316957
105242.0,-5.813915900000136,7.207029159999998,0.8943737400000131,-0.006366375685632615,0.00912444102126735,0.7376314373944322
105243.0,-6.189724460000136,4.966665680000001,0.3760382999999976,-0.0005657618858742104,0.007003203344026708,-0.01725573751916341
105244.0,-0.5689903800001304,3.166052459999994,-0.15942723999999941,0.0009974059841955576,-0.0028151270608184867,-0.4221877044530605
105245.0,-4.58791493999998,-0.018417560000003164,0.031033200000010197,0.0,0.01371390984883948,-0.9820391033480899
105248.0,3.1027042399999196,11.656338039999994,-0.582390199999999,0.021304918380838308,0.027033972063080617,-2.3225941693665297
105249.0,4.700800580000035,4.262622360000002,-0.7059917199999859,0.028407560071218033,0.02698718206765645,-2.8358861396810258
105250.0,3.5060348399999626,2.0290278600000002,2.988949819999995,0.06354640739133388,0.1702605467002248,-3.0931761611588704
105251.0,6.635138499999844,-0.28384775999999867,-0.6614458800000023,-0.023070149542232937,-0.019355464446449942,2.697643418506204
105252.0,7.403621839999914,-2.0793983600000026,-0.6606495999999922,-0.019875926632223557,-0.013250617754815766,2.3236927919492385
105255.0,-1.3907850999999738,9.326097759999996,0.8591972599999949,-0.006979686631661386,0.009038901340279605,0.8169141561807062
105256.0,-1.2944943600000798,6.3373881600000015,0.6713246399999946,-0.0038461985395428313,0.014158280784556542,0.4129677617086911
105257.0,1.367686819999939,2.052278060000001,0.2780447199999969,0.00014146087424049916,0.00971014926785685,0.05474535833107397
105258.0,7.159370759999906,-1.3042774400000035,-0.283075999999987,0.0004286164803524199,0.000653789424513048,-0.4953377791272902
105259.0,-2.469222220000063,4.10862994,0.15397047999999103,0.00042429707292199024,0.007201363434316585,-0.05388572826109314
105260.0,-4.790261200000046,8.145870359999998,0.7974620400000134,-0.003563576217593063,0.015805592454160765,0.4360391859846869
105261.0,-3.8716442800001616,8.4639272,0.592423800000013,-0.009989112047618333,0.0030875139764760706,0.9516098212422299
105263.0,-1.3168149400001816,2.4170652200000013,-0.7529537200000007,-0.018482764608588387,-0.010191430952399149,2.1462462641281324
105264.0,-4.624340300000181,3.3533258599999876,-0.7613840199999942,-0.018407928169348806,-0.015246970806935298,2.493251604270669
105265.0,2.3315873799998243,5.041688179999999,-0.8060465000000008,-0.02707238063385324,-0.023419757849921216,3.0346849529566704
105266.0,-3.328187000000078,11.562389,-0.8457799999999907,0.02477998786008741,0.026686140772401983,-2.5961802665722202
105269.0,-6.872148200000112,-5.832440060000007,-0.15908178000000817,-0.00044153037674340425,0.014684681159938411,-0.976223662979767
105270.0,-1.4795426999999748,3.2420441999999987,0.2957022000000151,-0.00141441439114934,0.009696655339083045,0.0438468461256295
105271.0,-10.51840838000009,2.2632970999999955,0.6648339200000137,-0.0050330276049551596,0.01305314845813217,0.6305664585065249
105272.0,-6.154766280000132,7.337299900000001,0.7227509000000154,-0.009182734894367335,0.007058443875014478,0.8516622220283826
105274.0,2.188454119999932,-1.936824999999999,-0.7472160799999941,-0.020509392883028787,-0.010428504855777378,2.1774718138863225
105275.0,-0.20547900000007857,0.6049182799999997,-0.6717210799999904,-0.019049172662280928,-0.015350304184168453,2.468439878868578
105276.0,1.7294454799998746,7.819210600000002,-0.8112882400000103,-0.029026895414323885,-0.025994234699390682,3.0612543730986594
105277.0,-4.397927000000074,2.2305150000000005,-0.8893659999999954,0.025273824539274955,0.027217964888449745,-2.6751371204647922
105278.0,-13.726993500000159,15.133562299999994,-0.8273677799999888,0.01737700351251575,0.027281895514649872,-2.177338540118249
105282.0,-12.980149160000177,-0.3980895800000006,-0.09418062000000305,0.00014672855521784012,0.01500833976636012,-0.9374487392870107
105283.0,-2.065511500000163,-3.1346729999999985,-0.0711199999999863,0.0007083216688539965,0.002786653398285115,-0.21603810900047052
105284.0,-2.777969800000143,-1.282457940000001,0.086436980000002,0.001272862096148933,0.006208836550210365,-0.06802740758307065
105285.0,-13.513975500000093,2.0447659999999996,0.07515200000000988,0.0,0.007351524505097976,-0.00565801886007544
105286.0,-8.27242368000017,1.4505663600000034,0.6279841200000078,-0.00576463958851798,0.011752565673408032,0.669274656226938
105287.0,-13.942022240000185,7.672534719999991,0.49760432000000065,-0.009993364172450486,0.0031507215539392447,0.957011580749962
105290.0,-0.1576590000000735,1.4822159999999982,-0.7713189999999983,0.02432646341237238,0.028749456760068636,-3.127056296826805
105291.0,-2.0360886999999686,6.761591299999996,-0.8813093000000123,0.024756953227880674,0.026457812609949158,-2.560549307515694
105292.0,-14.8124955000001,9.228447499999987,-0.7816185000000075,0.015455489914466667,0.02661778818602597,-2.1156848416247764
105295.0,-13.221073280000152,-0.20005680000000936,-0.16585440000000062,-0.00043930802998078534,0.014213705476990647,-0.9118570342300123
105296.0,-6.5511562799999865,-1.1679760000000012,-0.1026317999999975,0.000283089114216431,0.006031442134748326,-0.1290886360826979
105297.0,-9.099108700000123,4.611898259999997,0.6516088199999999,-0.004867193092916166,0.013691819635041673,0.538826905933419
105298.0,-13.52401518000016,6.4978774400000034,0.6372890999999967,-0.0069614957690678336,0.009805077554107412,0.7770769652221995
105301.0,-2.329367480000105,1.967702759999998,-0.8266835599999993,-0.021561578516708285,-0.018065106324809836,2.6718874999758815
105302.0,-9.269843920000156,2.505885000000001,-0.8804489999999845,0.02481843992551651,0.027598105197174445,-2.754846831732335
105304.0,-8.786000860000176,-0.7475218000000012,-0.16575881999998643,0.0008790016938375277,0.014035494086316557,-0.9167987666725435
105305.0,-4.13733790000002,2.1850056800000015,-0.03739961999999508,-0.000565835057085511,0.004733044536820338,-0.06988062955006097
105306.0,-10.985792720000163,-3.143736920000002,0.5222987599999982,-0.002988971659803458,0.014519801978804014,0.39269394330465013
105307.0,-9.705283820000139,11.393268960000007,-0.8478765199999856,0.023458886966633546,-0.012522093201794822,1.1414167996058193
142979.0,2.0676224000000403,5.125170480000001,0.7352050400000039,-0.006498278156106376,0.012707907120545401,0.7051353830281684
142980.0,1.8286575199999646,5.1571418399999995,0.417685160000012,-0.00155782213097114,0.01165419948834724,0.18368139126087007
142981.0,0.9375893799998565,5.774291419999997,-0.3577790999999948,0.0008563511064046004,0.0003152620929890827,-0.46471320040890257
142984.0,0.034663699999903486,15.911456439999991,-0.8626849200000137,0.01768884940823181,0.02618643392787278,-2.1674043127851155
142985.0,1.38400738,9.478080420000001,-0.9536263199999979,0.024338296512588516,0.025847648234299726,-2.5540117821000705
142986.0,4.565420179999897,10.5531532,-0.9119925000000038,0.028086045769348013,0.025678670417689328,-2.79416032482484
142987.0,-1.6466851199999795,7.5030671600000005,2.755209480000019,-0.07400074932314164,-0.16198419837303948,3.0331702484194616
142988.0,-1.2138895000000254,-1.8889329999999944,-1.0191240400000012,-0.021802585147702638,-0.01107711987342962,2.2365232506353134
142991.0,-3.5946828399999795,5.97017348,0.5238065200000079,-0.0070928474299366455,0.009536268900499951,0.7435909642364239
142992.0,1.8572613799999047,-1.305551659999999,0.3265112400000021,-0.0024091317795043306,0.012448395318699085,0.2180972828621872
142993.0,1.8854050599998473,2.3177927999999994,-0.3726405399999919,0.0008542126862266264,-0.0002794943444030135,-0.4043273381472601
142994.0,-0.4250843000001048,3.975828240000002,-0.24909092000000754,0.00014497528864365576,0.009804291226410392,-0.7696738074092985
142997.0,1.7731791199999094,10.809355920000005,-0.9755971599999995,0.01876006334071207,0.02866120788164324,-2.1754725303618265
142998.0,1.8491532800000385,11.846119999999999,-1.011468800000003,0.02883127200403159,0.027240581134843688,-2.7612405125516424
142999.0,3.746580819999984,-1.0122216199999983,-1.0761472399999903,-0.025987880327278154,-0.019639695819851363,2.7533266493304827
143000.0,1.6530237000000056,-0.25438417999999885,-1.0518901600000063,-0.020545318129688395,-0.010531633663117561,2.1448276229001624
143003.0,-1.8820955799999908,7.360403980000001,0.5976597000000083,-0.005292205890564678,0.014116004895277746,0.5187792098669721
143004.0,0.31287435999989555,1.4226197400000005,0.24851945999999714,-0.00014144381398016023,0.012687488100976396,0.05898207042972751
143005.0,-3.322236120000081,3.523963360000007,-0.49800504000000245,0.001572300499923791,-0.001258640000387245,-0.5052802061118691
143009.0,2.5604165799999805,11.28632206,-0.8978878599999973,0.021616487355553847,0.026840471799812977,-2.3500724503379677
143010.0,4.064960919999926,0.9917468999999972,-1.0823542599999953,0.029032451391612302,0.0276499537062971,-2.735567919899479
