Image ID,x (cm),y (cm),z(cm),,Zx(cm),Zy(cm),Zz(cm)
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10954683126579079,0.06721117903131724,0.057340745584255615
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10949667617696157,0.06671656730916187,0.05452632730041884
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10944652108813147,0.06622195558700561,0.05171190901658207
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.1093963659993018,0.06572734386484935,0.04889749073274352
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10934621091047214,0.06523273214269398,0.04608307244890675
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10929605582164248,0.06473812042053773,0.043268654165069975
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10924590073281282,0.06424350869838147,0.0404542358812332
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10919574564398316,0.0637488969762261,0.03763981759739643
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.1091455905551535,0.06325428525406984,0.03482539931355788
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10909543546632339,0.06275967353191358,0.032010981029722885
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10904528037749417,0.062265061809758215,0.029196562745884336
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10899512528866406,0.06177045008760196,0.026382144462047563
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10894497019983485,0.0612758383654457,0.023567726178209014
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10889481511100474,0.06078122664329033,0.020753307894374018
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10884466002217552,0.060286614921134074,0.01793888961053547
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10879450493334542,0.059792003198978705,0.015124471326698696
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10874434984451575,0.05929739147682245,0.012310053042861924
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10869419475568609,0.05880277975466619,0.009495634759025151
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10864403966685643,0.05830816803251082,0.0066812164751883785
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10859388457802632,0.05781355631035545,0.0038667981913498295
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.1085437294891971,0.057318944588198306,0.0010523799075130569
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.108493574400367,0.05682433286604294,-0.0017620383763237157
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10844341931153734,0.05632972114388757,-0.004576456660160488
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10839326422270767,0.05583510942173042,-0.007390874943999037
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10834310913387801,0.05534049769957505,-0.01020529322783581
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10829295404504835,0.054845885977419684,-0.013019711511672583
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10824279895621869,0.05435127425526254,-0.015834129795509355
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10819264386738903,0.05385666253310717,-0.018648548079346128
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10814248877855936,0.0533620508109518,-0.021462966363184677
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.1080923336897297,0.05286743908879554,-0.024277384647019673
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10804217860090004,0.052372827366639285,-0.027091802930858222
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10799202351207038,0.051878215644483916,-0.029906221214694995
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10794186842324027,0.05138360392232766,-0.032720639498533544
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10789171333441105,0.05088899220017229,-0.03553505778236854
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10784155824558095,0.05039438047801603,-0.03834947606620709
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10779140315675129,0.049899768755859775,-0.04116389435004386
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10774124806792162,0.049405157033704405,-0.043978312633880634
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10769109297909196,0.04891054531154815,-0.04679273091771741
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.1076409378902623,0.04841593358939189,-0.04960714920155418
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10759078280143264,0.04792132186723652,-0.05242156748539273
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10754062771260298,0.047426710145080264,-0.055235985769227725
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10749047262377331,0.04693209842292401,-0.058050404053066273
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10744031753494321,0.04643748670076864,-0.060864822336903046
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10739016244611399,0.04594287497861238,-0.0636792406207416
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10734000735728388,0.04544826325645612,-0.06649365890457659
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10728985226845422,0.044953651534300754,-0.06930807718841514
105255,2.79112927939364,-5.17346487159465,11.640869255827726,,-0.10723969717962456,0.044459039812144496,-0.07212249547225191
