Image ID,x1 (cm),y1 (cm),z1(cm),,Zx(cm),Zy(cm),Zz(cm),,Yx(cm),Yy(cm),Yz(cm),,Xx(cm),Xy(cm),Xz(cm)
175271,-4.872466627261116,-0.05330127528403281,11.936124449113416,,2.733756906978798,-0.9632247831562476,-0.7738030696884817,,-0.919858341837668,-2.8410594736965713,0.2867781335294186,,0.824884115798926,0.024064164904663878,2.8842654370688674
175272,-4.980210882212416,0.912894491573223,11.581679671431633,,2.626615038453071,-1.1493223810410318,-0.883148630871581,,-1.092077535077033,-2.7711003770249785,0.35828669781628264,,0.9530268082022904,-0.007795183782317472,2.8445876920843105
175273,5.099173724242112,1.3231240147944345,11.031638849046955,,-2.8055647723186565,0.5266832441952678,-0.9227193877926911,,-0.46012958975989093,-2.9507498502394522,-0.28522987560781843,,0.9576466305229516,0.12522013254985964,-2.8402874589471114
175274,2.1136443411567476,-6.616978842256758,12.381680629420805,,-1.4634192648389917,2.5413414776300254,-0.6324456888740286,,2.5557000277950945,1.5440054707606734,0.29059331408217126,,-0.5716654819264981,0.3970272035243294,2.918144611981285
175276,2.217301198732754,5.443390298277943,10.26202290032418,,-1.4405992734696182,-2.503707363585094,-0.8100143028419851,,2.6306723969939863,-1.3930734207301096,-0.37270522420436514,,0.06508819380443276,0.8892670476212912,-2.864431469775843
175277,-2.583684450417806,-6.442389004654568,12.819390369217706,,1.5404208590027286,2.4262739942760563,-0.8604057658157576,,2.568898768148469,-1.5137949027500346,0.330430191437296,,0.16692122739355497,0.906432290415407,2.8549111731781984
175278,3.306764281786313,-5.454449531774168,11.594464720908105,,-1.4056018082890809,2.4832242489658083,-0.9262185950857731,,-2.5582151357540024,-1.5452113567511088,-0.26049411157745794,,0.6926895955141803,-0.6677718115610993,-2.8415245788046253
175279,-3.5774401036763437,-6.325856952886474,12.502091278076596,,1.8839341431046899,2.134384586173801,-0.9461472310101033,,2.3346511063872506,-1.7295650744850821,0.7469999093481814,,0.014012704563286515,1.2054074379333741,2.7471433440368056
175280,0.9542764014853458,4.680139106503176,11.273183955177752,,-0.7311872814708217,-2.868170103194205,-0.488840892886687,,2.8936259315424344,-0.6642235872519082,-0.430970990257336,,-0.30379948604382456,0.5765477302714412,-2.9283610752430036
175281,4.030646437568596,4.3907769709080755,12.441529229157643,,-1.9403106782282578,-2.004431766719428,-1.1033801541261425,,-2.254006072279546,1.923149636120642,0.4700554256850662,,-0.39325703818282065,-1.1330263764163107,2.7498363828170937
