Image ID,x1 (cm),y1 (cm),z1(cm),,Zx(cm),Zy(cm),Zz(cm),,Yx(cm),Yy(cm),Yz(cm),,Xx(cm),Xy(cm),Xz(cm)
105193,4.4234382501973935,-3.164967451127917,11.664033684232358,,-2.2290270716830474,2.0076981192204637,-0.0242193266363131,,-1.9975279715996268,-2.221076659299979,-0.2769485081922767,,0.203273993371476,0.18964897993782515,-2.987091051177945
105194,3.5534832538815593,-3.9066422620448087,10.581651631257381,,-2.2154190184476166,2.020560246588208,-0.09620219648218686,,2.0228283049551905,2.2122421965452146,-0.11895424539257782,,0.009177220314971812,0.15271134120360808,2.9960966314348205
105197,-5.301476295519669,-4.905464533107218,8.370572206846825,,2.1636388312190253,2.0619460465653114,-0.2589314756742649,,2.059292607775959,-2.1775367147006675,-0.1328450664869152,,0.2792507181735786,0.08192897646319075,2.98585108121876
105198,-5.793988576838429,1.2729700338289436,19.414157791018994,,2.3043976607720236,-1.8814999859918293,-0.38692276198379716,,1.8943927859511867,2.3260408518558524,-0.028459234596166283,,-0.3178480667937462,0.22246743179721418,-2.9748076993689914
105199,-5.264796030905016,5.533608741565263,10.060286244139084,,2.1293223080385455,-2.057361871221486,-0.48295821696439134,,-2.1099616774665932,-2.1081612903122275,-0.32205231508473986,,0.11852522141619737,-0.5682588361592851,2.9433031897878177
105201,2.9340612039548892,5.575380417312319,8.34694423460524,,-1.8828042036485508,-2.3236768129055294,-0.23574223187317855,,-2.3132866079528176,1.8970497311089058,-0.22339961317284462,,-0.3221077462426094,-0.041573872381945876,2.982367886922349
105202,5.314860147409651,4.388833636946806,8.685132381261056,,-2.3621884777593105,-1.7631043810357148,-0.5581474152173662,,-1.7558986982646818,2.4224146957163395,-0.22074148547546812,,-0.5804182603722552,-0.1528724420887828,2.9393442567137757
105203,-2.1274888460736534,-6.6760846724480585,9.076537455046397,,1.1077316104992694,2.737490543049258,-0.528276637583545,,-2.7721325413625753,1.020918142778397,-0.5225010228359199,,0.2970048016772957,-0.6810812524668322,-2.9065299715156634
105207,-5.780964755506659,-5.4801381303519205,8.355094151730139,,2.064376480203048,2.157960823410799,-0.2855780674503148,,2.1631496649147786,-2.0776913520593254,-0.06310445908945539,,0.24317334385896938,0.16249224659064954,2.985709797457611
105208,-34.291393465864154,-3.344285449491508,21.733993385445167,,2.6200919031994587,1.4090280847956584,0.38698614322183644,,1.3828348771134173,-2.6477334012304725,0.27798478132307025,,-0.4721081670839382,0.0644025796501646,2.9619193416274925
105209,-5.1449798251036665,-5.5236312296030246,12.881569923578008,,1.99293499342865,2.229129160127145,-0.24329673125299678,,2.1925681381994844,-2.0053892100103896,-0.41359288645520387,,0.46995220110133484,-0.09693969179211148,2.9613759681666973
