object	id	taxonomy	obstacles	m1_cal	m2_cal	m3_cal	m4_cal	x	y	z	rx	ry	rz	m1	m2	m3	m4
mustard bottle																	
blue jug	670733.0	1.0	0.0	None	None	None	None	15.436492000000001	-72.208751	149.845295	-1.204135	-1.3201690000000001	-0.9646440000000001	16553.0	13002.0	18476.0	13037.0
blue jug	670734.0	1.0	0.0	None	None	None	None	-10.28048	-77.552933	166.846063	-1.203059	1.2241819999999999	0.8942889999999999	16452.0	13110.0	18380.0	12981.0
blue jug	670735.0	1.0	0.0	None	None	None	None	-24.341203	-70.698175	165.54241299999998	-1.109177	1.360165	0.813109	16530.0	13028.0	18453.0	12970.0
blue jug	670736.0	1.0	0.0	None	None	None	None	-37.085731	-64.167913	174.375581	-0.9935360000000001	1.513074	0.681898	16558.0	13003.0	18478.0	12955.0
blue jug	670737.0	1.0	0.0	None	None	None	None	82.85923000000001	-31.728409000000003	150.16233799999998	-0.21140599999999998	-1.6612490000000002	-0.092035	15823.0	13737.0	17757.0	12950.0
blue jug	670738.0	1.0	0.0	None	None	None	None	64.29940400000001	-38.438247	154.510722	-0.554614	-1.6556819999999999	-0.309269	16448.0	13111.0	18372.0	12972.0
blue jug	670739.0	1.0	0.0	None	None	None	None	74.028272	-45.674232	149.418592	-0.612748	-1.643011	-0.30656100000000003	16507.0	13053.0	18429.0	12949.0
blue jug	670740.0	1.0	0.0	None	None	None	None	64.279624	-42.457947	159.697353	-0.5862609999999999	-1.5991799999999998	-0.390988	16432.0	13126.0	18358.0	12949.0
blue jug	670741.0	1.0	0.0	None	None	None	None	58.711256999999996	-59.065002	106.170051	-0.781643	-1.575102	-0.408181	15562.0	13999.0	17504.0	12949.0
blue jug	670742.0	1.0	0.0	None	None	None	None	45.000728	-64.550483	142.99773000000002	-0.879077	-1.468104	-0.5213770000000001	15621.0	13942.0	17561.0	12946.0
blue jug	670743.0	1.0	0.0	None	None	None	None	33.029554	-66.32032099999999	130.262157	-1.022202	-1.388472	-0.541034	15554.0	14008.0	17496.0	12945.0
blue jug	670744.0	1.0	0.0	None	None	None	None	38.490221999999996	-72.15233	143.136843	-1.023199	-1.397725	-0.594087	15688.0	13879.0	17623.0	12944.0
blue jug	670745.0	1.0	0.0	None	None	None	None	49.653895	-70.73401	127.3664	-0.915769	-1.5229780000000002	-0.465528	15677.0	13888.0	17614.0	12944.0
blue jug	670746.0	1.0	0.0	None	None	None	None	-28.694659	-64.63821899999999	173.176262	-1.164731	1.4802739999999999	0.774885	15621.0	13940.0	17560.0	12944.0
blue jug	670747.0	1.0	0.0	None	None	None	None	-68.898166	-76.836325	174.32907	-0.9929309999999999	1.785391	0.323654	16438.0	13124.0	18361.0	12944.0
blue jug	670749.0	1.0	0.0	None	None	None	None	63.32705	-61.613824	143.794696	-0.893442	-1.458226	-0.257298	15698.0	13877.0	17631.0	12940.0
blue jug	670750.0	1.0	0.0	None	None	None	None	64.897001	-56.498644999999996	140.35941699999998	-0.831151	-1.473919	-0.378843	15649.0	13919.0	17585.0	12939.0
blue jug	670752.0	1.0	0.0	None	None	None	None	47.7323	-76.976639	127.04153600000001	-0.903985	-1.540155	-0.432037	16164.0	13403.0	18093.0	12939.0
blue jug	670753.0	1.0	0.0	None	None	None	None	-29.777074	-81.32452099999999	167.373921	-1.2596690000000001	1.452287	0.6913100000000001	15599.0	13955.0	17544.0	12940.0
blue jug	670754.0	1.0	0.0	None	None	None	None	187.984103	13.729159	157.66573200000002	-0.355548	-1.783018	-0.040494	15543.0	14022.0	17480.0	12939.0
blue jug	670755.0	1.0	0.0	None	None	None	None	62.79195	-52.660392	126.950943	-0.938851	-1.4427530000000002	-0.205891	15695.0	13879.0	17629.0	12937.0
blue jug	670756.0	1.0	0.0	None	None	None	None	56.099522	-56.01739	122.47156100000001	-0.970852	-1.417445	-0.326234	16531.0	13042.0	18452.0	12938.0
blue jug	670757.0	1.0	0.0	None	None	None	None	61.648593000000005	-54.90424300000001	128.62268600000002	-0.772734	-1.480968	-0.292788	15687.0	13883.0	17620.0	12938.0
blue jug	670758.0	1.0	0.0	None	None	None	None	55.600795	-71.03291	137.90155	-0.949175	-1.479891	-0.49413100000000004	15731.0	13837.0	17666.0	12937.0
blue jug	670759.0	1.0	0.0	None	None	None	None	73.350594	-66.100039	137.84242700000001	-0.707013	-1.651256	-0.435115	16502.0	13060.0	18421.0	12938.0
blue jug	670760.0	1.0	0.0	None	None	None	None	53.561915	-63.711006000000005	129.789974	-0.774109	-1.592914	-0.444945	16476.0	13086.0	18398.0	12927.0
blue jug	670761.0	1.0	0.0	None	None	None	None	42.169613	-77.35704100000001	125.529987	-0.965318	-1.520214	-0.487281	15617.0	13949.0	17557.0	12938.0
blue jug	670762.0	1.0	0.0	None	None	None	None	-42.158543	-63.440514	173.54013500000002	-1.197719	1.5891979999999999	0.568271	16499.0	13062.0	18425.0	12895.0
blue jug	670763.0	1.0	0.0	None	None	None	None	-62.211341000000004	-47.032455999999996	169.585349	-0.805434	1.721111	0.2725	16514.0	13044.0	18437.0	12936.0
blue jug	670764.0	1.0	0.0	None	None	None	None	88.463204	-39.162861	146.068084	-0.303644	-1.6487150000000002	-0.11205599999999999	15736.0	13832.0	17671.0	12937.0
blue jug	670765.0	1.0	0.0	None	None	None	None	57.922323	-57.192111	143.067812	-0.9188780000000001	-1.472876	-0.292513	16257.0	13312.0	18185.0	12905.0
blue jug	670766.0	1.0	0.0	None	None	None	None	57.91712	-57.971252	133.400845	-0.9647459999999999	-1.4736790000000002	-0.368761	15645.0	13926.0	17583.0	12936.0
blue jug	670767.0	1.0	0.0	None	None	None	None	37.813557	-65.898488	134.647872	-0.989618	-1.549131	-0.46728800000000004	16494.0	13068.0	18417.0	12937.0
blue jug	670768.0	1.0	0.0	None	None	None	None	73.738475	-60.649218999999995	125.017098	-0.588951	-1.6066479999999999	-0.353631	16547.0	13017.0	18467.0	12893.0
blue jug	670769.0	1.0	0.0	None	None	None	None	24.833453	-83.321069	124.45370600000001	-1.2438799999999999	-1.471275	-0.583797	16572.0	12994.0	18481.0	12936.0
blue jug	670770.0	1.0	0.0	None	None	None	None	-35.299069	-54.462098	173.90743600000002	-1.012147	1.567201	0.563497	15627.0	13929.0	17569.0	12937.0
blue jug	670771.0	1.0	0.0	None	None	None	None	-54.488825	-69.17232800000001	170.429765	-0.958501	1.7260520000000001	0.43358800000000003	15620.0	13936.0	17561.0	12937.0
blue jug	670772.0	1.0	0.0	None	None	None	None	72.097865	-34.299864	125.941574	-0.297613	-1.680575	-0.028630000000000003	15859.0	13706.0	17794.0	12913.0
blue jug	670773.0	1.0	0.0	None	None	None	None	59.035452	-57.946653000000005	134.648442	-0.9343950000000001	-1.5166870000000001	-0.167464	15623.0	13950.0	17558.0	12943.0
blue jug	670774.0	1.0	0.0	None	None	None	None	54.657498	-59.98455	130.393342	-0.96864	-1.345928	-0.39364299999999997	15625.0	13943.0	17560.0	12943.0
blue jug	670775.0	1.0	0.0	None	None	None	None	44.71753	-65.09026899999999	119.929973	-0.956558	-1.530182	-0.41161800000000004	15583.0	13982.0	17525.0	12939.0
blue jug	670776.0	1.0	0.0	None	None	None	None	45.568109	-59.889824	136.936028	-0.9441200000000001	-1.507212	-0.44182899999999997	16492.0	13072.0	18412.0	12885.0
blue jug	670777.0	1.0	0.0	None	None	None	None	-8.163604	-75.23164	135.740849	-1.288814	1.563461	0.797294	16550.0	13005.0	18476.0	12891.0
blue jug	670778.0	1.0	0.0	None	None	None	None	-45.055803999999995	-63.899603000000006	158.21308	-1.061267	1.6216760000000001	0.411624	16525.0	13030.0	18454.0	12895.0
blue jug	670779.0	1.0	0.0	None	None	None	None	-47.677718	-66.771865	153.18518600000002	-1.027843	1.620112	0.39428	15768.0	13778.0	17713.0	12936.0
blue jug	670780.0	1.0	0.0	None	None	None	None	76.468124	-46.32806	135.707073	-0.41656400000000005	-1.705081	-0.146102	15562.0	14004.0	17503.0	12937.0
blue jug	670781.0	1.0	0.0	None	None	None	None	57.740705000000005	-55.485801	130.30454	-0.887009	-1.467112	-0.281489	15563.0	14002.0	17503.0	12942.0
blue jug	670782.0	1.0	0.0	None	None	None	None	51.234867	-52.352433000000005	131.24716	-0.866316	-1.499444	-0.325403	15719.0	13851.0	17654.0	12942.0
blue jug	670783.0	1.0	0.0	None	None	None	None	51.207227	-63.46994399999999	143.47954	-1.0265229999999999	-1.4740879999999998	-0.411137	15627.0	13942.0	17563.0	12939.0
blue jug	670784.0	1.0	0.0	None	None	None	None	48.185935	-81.334223	127.384426	-0.8972479999999999	-1.523074	-0.409867	16574.0	12992.0	18480.0	12929.0
blue jug	670785.0	1.0	0.0	None	None	None	None	-16.917498000000002	-74.922325	160.662171	-1.262178	1.5058	0.724767	16528.0	13030.0	18453.0	12881.0
blue jug	670786.0	1.0	0.0	None	None	None	None	-47.129712	-47.034206	154.822653	-1.020165	1.648723	0.390998	16490.0	13074.0	18407.0	12936.0
blue jug	670788.0	1.0	0.0	None	None	None	None	62.0312	-31.379817	153.668398	-0.5706869999999999	-1.564562	-0.203468	15829.0	13735.0	17762.0	12923.0
blue jug	670789.0	1.0	0.0	None	None	None	None	56.628327	-52.338732	142.376946	-0.966558	-1.392185	-0.271935	16552.0	13022.0	18473.0	12936.0
blue jug	670790.0	1.0	0.0	None	None	None	None	52.935155	-55.151693	135.562222	-0.890883	-1.49801	-0.348206	16467.0	13100.0	18387.0	12908.0
blue jug	956506.0	1.0	0.0	None	None	None	None	36.560968	-82.693957	158.467996	-0.896178	-1.522082	-0.7864399999999999	16616.0	12871.0	18518.0	12858.0
blue jug	956507.0	1.0	0.0	None	None	None	None	36.458647	-71.262475	146.097118	-1.065888	-1.449363	-0.890367	16618.0	12868.0	18520.0	12858.0
blue jug	956508.0	1.0	0.0	None	None	None	None	40.149062	-73.159134	147.384406	-1.0649	-1.436078	-0.790852	16617.0	12873.0	18518.0	12977.0
blue jug	956509.0	1.0	0.0	None	None	None	None	24.134045	-86.47513599999999	165.218984	-1.2163059999999999	-1.366213	-0.9336690000000001	16601.0	12887.0	18503.0	12967.0
blue jug	956510.0	1.0	0.0	None	None	None	None	5.797648000000001	-76.356219	167.285677	-1.401749	1.121567	1.0446790000000001	15690.0	13786.0	17611.0	12860.0
blue jug	956511.0	1.0	0.0	None	None	None	None	-4.736282	-86.860388	169.411691	-1.2905209999999998	1.1661139999999999	1.00983	16518.0	12965.0	18423.0	12863.0
blue jug	956512.0	1.0	0.0	None	None	None	None	-17.97039	-73.564953	174.92820700000001	-1.172456	1.321213	0.83045	16615.0	12871.0	18518.0	12861.0
blue jug	956513.0	1.0	0.0	None	None	None	None	-12.565511	-71.830102	167.02732	-1.198988	1.224615	0.90443	16589.0	12895.0	18492.0	12911.0
blue jug	956514.0	1.0	0.0	None	None	None	None	-12.610624000000001	-73.017383	161.295407	-1.211338	1.391378	0.871057	16552.0	12933.0	18455.0	12863.0
blue jug	956515.0	1.0	0.0	None	None	None	None	-22.449821	-74.486161	168.10782700000001	-1.119637	1.418289	0.7791399999999999	16615.0	12876.0	18517.0	12861.0
blue jug	956516.0	1.0	0.0	None	None	None	None	-35.877018	-73.444402	176.904162	-1.060187	1.4994379999999998	0.65603	16578.0	12907.0	18473.0	12861.0
blue jug	956517.0	1.0	0.0	None	None	None	None	-60.485062	-73.403025	171.562669	-1.000153	1.556867	0.57755	16635.0	12855.0	18516.0	12860.0
blue jug	956518.0	1.0	0.0	None	None	None	None	103.309312	-16.212939000000002	183.275922	-0.24544899999999997	-1.782014	-0.070739	16571.0	12920.0	18453.0	12860.0
blue jug	956519.0	1.0	0.0	None	None	None	None	61.619099	-35.993970000000004	157.060746	-0.6121939999999999	-1.540073	-0.346198	16543.0	12947.0	18446.0	12869.0
blue jug	956520.0	1.0	0.0	None	None	None	None	58.84571700000001	-41.261946	152.69829	-0.746664	-1.5851959999999998	-0.45156	16615.0	12875.0	18519.0	12875.0
blue jug	956521.0	1.0	0.0	None	None	None	None	53.070604	-61.268733999999995	150.291269	-0.930881	-1.521644	-0.588549	15761.0	13730.0	17672.0	12861.0
blue jug	956522.0	1.0	0.0	None	None	None	None	34.569293	-73.828637	156.537408	-1.136923	-1.444608	-0.8545459999999999	15713.0	13773.0	17626.0	12861.0
blue jug	956523.0	1.0	0.0	None	None	None	None	3.043056	-81.74981600000001	165.840149	-1.340234	-1.2924950000000002	-0.9321280000000001	16151.0	13339.0	18066.0	12880.0
blue jug	956524.0	1.0	0.0	None	None	None	None	-36.988583	-72.695723	185.861148	-1.058916	1.486873	0.69903	15636.0	13848.0	17551.0	12860.0
blue jug	956525.0	1.0	0.0	None	None	None	None	-70.449097	-42.718218	169.354283	-0.5989439999999999	1.6457389999999998	0.23258	16560.0	12925.0	18462.0	12859.0
blue jug	956526.0	1.0	0.0	None	None	None	None	80.335527	-29.854844	155.192541	-0.44422799999999996	-1.703811	-0.16965	16152.0	13341.0	18056.0	12859.0
blue jug	956527.0	1.0	0.0	None	None	None	None	56.98885	-52.670023	148.652328	-0.636682	-1.608396	-0.26673	15691.0	13800.0	17608.0	12858.0
blue jug	956528.0	1.0	0.0	None	None	None	None	71.981656	-53.553291	165.93035600000002	-0.718089	-1.662907	-0.42218	16494.0	12995.0	18392.0	12883.0
blue jug	956529.0	1.0	0.0	None	None	None	None	32.501515000000005	-77.726225	177.96186200000002	-1.177178	-1.471795	-0.786288	15797.0	13692.0	17710.0	12858.0
blue jug	956530.0	1.0	0.0	None	None	None	None	-37.732507	-71.032156	172.97071100000002	-1.185158	1.473066	0.6645909999999999	16589.0	12897.0	18489.0	12858.0
blue jug	956531.0	1.0	0.0	None	None	None	None	185.253947	-21.86497	184.60813100000001	-0.36107399999999995	-1.830381	-0.037222000000000005	15414.0	14069.0	17336.0	12858.0
blue jug	956532.0	1.0	0.0	None	None	None	None	21.068307	-90.912736	165.459769	-1.4686540000000001	1.159231	1.087815	16414.0	13067.0	18320.0	12869.0
blue jug	956533.0	1.0	0.0	None	None	None	None	43.122006	-66.367293	154.576422	-1.6949400000000001	0.905626	1.336401	16580.0	12910.0	18482.0	12867.0
blue jug	956534.0	1.0	0.0	None	None	None	None	1.4825139999999999	-79.118219	163.885854	-1.470698	1.1838520000000001	0.9568260000000001	16623.0	12863.0	18518.0	12866.0
blue jug	956535.0	1.0	0.0	None	None	None	None	-28.966219	-71.938953	174.098897	-1.2272299999999998	1.379748	0.719086	16573.0	12912.0	18477.0	12863.0
blue jug	956536.0	1.0	0.0	None	None	None	None	-71.189502	-59.499331999999995	173.058896	-0.856427	1.70282	0.273192	16608.0	12878.0	18505.0	12897.0
blue jug	956537.0	1.0	0.0	None	None	None	None	86.878986	-12.973101	155.161241	-0.259693	-1.674294	0.019754	15409.0	14074.0	17331.0	12862.0
blue jug	956538.0	1.0	0.0	None	None	None	None	74.06105	-17.327828	158.66258100000002	-0.5009359999999999	-1.7259810000000002	-0.273449	15625.0	13858.0	17543.0	12865.0
blue jug	956539.0	1.0	0.0	None	None	None	None	67.647868	-49.399568	160.867549	-0.630354	-1.640038	-0.361749	15651.0	13838.0	17566.0	12863.0
blue jug	956540.0	1.0	0.0	None	None	None	None	62.762405	-50.773410999999996	167.025252	-0.688187	-1.555287	-0.488213	16589.0	12897.0	18493.0	12861.0
blue jug	956541.0	1.0	0.0	None	None	None	None	38.592169	-67.752207	156.11498799999998	-1.120349	-1.438015	-0.76295	16615.0	12873.0	18518.0	12895.0
blue jug	956542.0	1.0	0.0	None	None	None	None	-16.829534	-74.93620899999999	180.255791	-1.295532	1.272006	0.782195	16604.0	12880.0	18503.0	12860.0
blue jug	956543.0	1.0	0.0	None	None	None	None	-46.347544	-39.568683	178.65215600000002	-0.8912370000000001	1.5779100000000001	0.379838	16612.0	12874.0	18518.0	12921.0
blue jug	956544.0	1.0	0.0	None	None	None	None	-65.29096	-27.464646000000002	179.02440900000002	-0.743564	1.6923290000000002	0.198235	16612.0	12876.0	18516.0	12882.0
blue jug	956545.0	1.0	0.0	None	None	None	None	154.84448999999998	-34.736327	170.427966	-0.249883	-1.7794439999999998	-0.111811	15595.0	13896.0	17513.0	12861.0
blue jug	956546.0	1.0	0.0	None	None	None	None	68.228703	-34.718905	159.434154	-0.521364	-1.6442430000000001	-0.314892	16490.0	12998.0	18393.0	12854.0
blue jug	956547.0	1.0	0.0	None	None	None	None	52.480157	-48.731695	152.074297	-0.736183	-1.576997	-0.483483	16616.0	12873.0	18518.0	12856.0
blue jug	956548.0	1.0	0.0	None	None	None	None	52.62874300000001	-68.532551	161.592747	-0.859719	-1.517167	-0.694383	16594.0	12892.0	18495.0	12856.0
blue jug	956549.0	1.0	0.0	None	None	None	None	41.095141999999996	-75.655992	145.752164	-1.300936	-1.448865	-0.7872680000000001	16621.0	12871.0	18522.0	12856.0
blue jug	956550.0	1.0	0.0	None	None	None	None	-40.28448	-54.154639	171.46086100000002	-1.044875	1.491212	0.49933999999999995	16606.0	12879.0	18511.0	12856.0
blue jug	956551.0	1.0	0.0	None	None	None	None	-32.405015	-54.146547999999996	178.912948	-0.9989030000000001	1.533203	0.503313	15637.0	13838.0	17561.0	12856.0
blue jug	956552.0	1.0	0.0	None	None	None	None	-46.137273	-64.618368	172.325541	-0.91753	1.60607	0.432091	15690.0	13786.0	17612.0	12856.0
blue jug	956553.0	1.0	0.0	None	None	None	None	-52.653473999999996	-36.594689	170.973525	-0.80182	1.68166	0.235765	16613.0	12875.0	18517.0	12857.0
blue jug	956554.0	1.0	0.0	None	None	None	None	-94.52745	-29.9661	187.78348400000002	-0.5751229999999999	1.8183060000000002	0.037143999999999996	16633.0	12857.0	18515.0	12857.0
blue jug	956555.0	1.0	0.0	None	None	None	None	81.87089499999999	-32.242609	157.693059	-0.565334	-1.6895830000000003	-0.23529499999999998	16582.0	12908.0	18478.0	12856.0
blue jug	956557.0	1.0	0.0	None	None	None	None	57.967324	-61.794206	132.128503	-0.806398	-1.542858	-0.391207	15622.0	13867.0	17540.0	12863.0
blue jug	956558.0	1.0	0.0	None	None	None	None	45.052273	-71.573943	128.568287	-1.0284799999999998	-1.583473	-0.47080299999999997	15713.0	13781.0	17626.0	12858.0
blue jug	956559.0	1.0	0.0	None	None	None	None	48.006135	-70.908766	131.803754	-1.034961	-1.665328	-0.546563	15639.0	13845.0	17558.0	12852.0
blue jug	956560.0	1.0	0.0	None	None	None	None	40.024665	-71.10619100000001	132.685125	-1.049511	-1.568957	-0.583967	15786.0	13708.0	17697.0	12850.0
blue jug	956562.0	1.0	0.0	None	None	None	None	46.580692	-71.925666	143.792363	-1.074622	-1.655314	-0.552219	15716.0	13775.0	17630.0	12850.0
blue jug	956563.0	1.0	0.0	None	None	None	None	-37.438309999999994	-57.84879599999999	162.388688	-1.0925610000000001	1.391297	0.495467	15622.0	13849.0	17549.0	12846.0
blue jug	956564.0	1.0	0.0	None	None	None	None	-55.61956800000001	-49.264688	150.53536	-0.980467	1.652826	0.28179299999999996	15685.0	13789.0	17607.0	12847.0
blue jug	956565.0	1.0	0.0	None	None	None	None	-67.0962	-62.352264	159.896939	-0.918399	1.6731080000000003	0.145253	15663.0	13808.0	17588.0	12847.0
blue jug	956566.0	1.0	0.0	None	None	None	None	119.46516799999999	-15.825666	145.668321	-0.375779	-1.615206	-0.007174	15617.0	13872.0	17534.0	12847.0
blue jug	956568.0	1.0	0.0	None	None	None	None	56.806025	-77.734127	141.075334	-0.938531	-1.453419	-0.34146	15404.0	14080.0	17327.0	12847.0
blue jug	956569.0	1.0	0.0	None	None	None	None	50.544668	-50.829287	135.281034	-1.010442	-1.4264379999999999	-0.27179000000000003	16588.0	12912.0	18483.0	12847.0
blue jug	956571.0	1.0	0.0	None	None	None	None	57.204223999999996	-71.109538	120.590225	-1.047884	-1.618221	-0.393594	16569.0	12926.0	18455.0	12818.0
blue jug	956572.0	1.0	0.0	None	None	None	None	52.709438	-68.592697	119.71267399999999	-1.1044450000000001	-1.57855	-0.445061	16603.0	12887.0	18502.0	12847.0
blue jug	956573.0	1.0	0.0	None	None	None	None	49.823934	-73.94754499999999	133.35228600000002	-1.030095	-1.570908	-0.5252640000000001	15767.0	13727.0	17678.0	12847.0
blue jug	956574.0	1.0	0.0	None	None	None	None	51.197837	-89.370076	137.33453799999998	-1.110042	-1.54728	-0.5102869999999999	15742.0	13753.0	17655.0	12847.0
blue jug	956575.0	1.0	0.0	None	None	None	None	43.87131	-75.67999499999999	133.296516	-1.095299	-1.548826	-0.5200239999999999	15798.0	13697.0	17710.0	12847.0
blue jug	956576.0	1.0	0.0	None	None	None	None	37.314878	-99.317206	144.968963	-1.2012	-1.743568	-0.601783	15640.0	13843.0	17562.0	12847.0
blue jug	956577.0	1.0	0.0	None	None	None	None	37.80126	-95.396938	154.566092	-1.255836	-1.6773630000000002	-0.548925	15746.0	13742.0	17664.0	12847.0
blue jug	956578.0	1.0	0.0	None	None	None	None	45.726813	-103.072361	151.782245	-1.235794	-1.708261	-0.583304	16605.0	12877.0	18502.0	12847.0
blue jug	956579.0	1.0	0.0	None	None	None	None	17.52825	-122.45345800000001	154.361149	-1.452719	-1.3599569999999999	-0.5735180000000001	16539.0	12941.0	18434.0	12847.0
blue jug	956580.0	1.0	0.0	None	None	None	None	-44.350393	-88.223364	164.452994	-1.086148	1.5534709999999998	0.582156	15794.0	13682.0	17715.0	12847.0
blue jug	956581.0	1.0	0.0	None	None	None	None	-68.886459	-91.322608	172.404076	-0.9940110000000001	1.602868	0.435468	16635.0	12855.0	18518.0	12806.0
blue jug	956582.0	1.0	0.0	None	None	None	None	-68.20438299999999	-70.750334	161.831778	-0.97095	1.746128	0.190301	16630.0	12861.0	18515.0	12786.0
blue jug	956583.0	1.0	0.0	None	None	None	None	88.687536	-43.869338	138.951331	-0.48755299999999996	-1.739221	-0.038094	16548.0	12949.0	18442.0	12783.0
blue jug	956584.0	1.0	0.0	None	None	None	None	72.019974	-53.147346	150.783306	-0.826017	-1.630196	-0.27615300000000004	16605.0	12889.0	18498.0	12847.0
blue jug	956586.0	1.0	0.0	None	None	None	None	61.487462	-58.799428000000006	129.756945	-0.8846299999999999	-1.612629	-0.428361	15753.0	13738.0	17667.0	12847.0
blue jug	956587.0	1.0	0.0	None	None	None	None	74.471796	-106.46093300000001	143.76808400000002	-0.9603659999999999	-1.512105	-0.634532	15416.0	14068.0	17337.0	12850.0
blue jug	956588.0	1.0	0.0	None	None	None	None	37.721098	-75.462417	128.2068	-1.00445	-1.629723	-0.56982	15632.0	13854.0	17552.0	12850.0
blue jug	956589.0	1.0	0.0	None	None	None	None	-16.867442999999998	-81.238854	152.861095	-1.312178	1.4657440000000002	0.821152	15628.0	13852.0	17547.0	12847.0
blue jug	956590.0	1.0	0.0	None	None	None	None	-45.447022	-83.496749	171.05231799999999	-1.182978	1.676675	0.5088699999999999	15748.0	13731.0	17668.0	12847.0
blue jug	956591.0	1.0	0.0	None	None	None	None	-69.943892	-69.811552	173.75851799999998	-1.03762	1.713264	0.23278400000000002	16601.0	12884.0	18500.0	12797.0
blue jug	956592.0	1.0	0.0	None	None	None	None	-74.172825	-76.460652	172.36318899999998	-0.9702139999999999	1.7380639999999998	0.179292	16603.0	12887.0	18490.0	12845.0
blue jug	956593.0	1.0	0.0	None	None	None	None	107.04087	-57.858647999999995	152.508673	-0.592889	-1.6451779999999998	-0.198908	15393.0	14091.0	17315.0	12845.0
blue jug	956594.0	1.0	0.0	None	None	None	None	77.636553	-72.354885	154.163413	-0.888549	-1.639861	-0.355352	15729.0	13763.0	17643.0	12846.0
blue jug	956595.0	1.0	0.0	None	None	None	None	74.903447	-64.373637	157.167839	-0.89775	-1.533828	-0.243734	15763.0	13738.0	17673.0	12833.0
blue jug	956597.0	1.0	0.0	None	None	None	None	58.945875	-49.551001	169.878261	-0.9776610000000001	-1.575166	-0.49732299999999996	16611.0	12881.0	18494.0	12833.0
blue jug	956598.0	1.0	0.0	None	None	None	None	100.568978	-142.41697	192.560595	-0.794425	-1.665183	-0.629423	15400.0	14084.0	17321.0	12835.0
blue jug	956599.0	1.0	0.0	None	None	None	None	46.443711	-74.053159	136.683102	-0.9875780000000001	-1.554409	-0.511679	16522.0	12967.0	18423.0	12738.0
blue jug	956600.0	1.0	0.0	None	None	None	None	-4.647608	-94.948762	146.94270500000002	-1.35532	1.397925	0.838191	15717.0	13760.0	17638.0	12839.0
blue jug	956601.0	1.0	0.0	None	None	None	None	47.759176000000004	-78.214924	137.77988200000001	-0.9124200000000001	-1.551391	-0.6507930000000001	16573.0	12916.0	18468.0	12810.0
blue jug	956603.0	1.0	0.0	None	None	None	None	22.959228	-108.037498	133.12658000000002	-1.2153260000000001	-1.420676	-0.731854	16637.0	12851.0	18523.0	12850.0
blue jug	956604.0	1.0	0.0	None	None	None	None	-19.754282	-67.14063399999999	166.66894299999998	-1.377623	1.371474	0.713349	15748.0	13723.0	17673.0	12850.0
blue jug	956605.0	1.0	0.0	None	None	None	None	-39.566639	-83.716493	161.589724	-1.161239	1.622927	0.515225	16572.0	12914.0	18475.0	12833.0
chips can	428672.0	3.0	0.0	None	None	None	None	48.973127000000005	-24.834349	156.466767	-0.456421	-1.618313	-0.313729	16648.0	12844.0	18509.0	12841.0
chips can	428673.0	3.0	0.0	None	None	None	None	1.97127	-53.421597999999996	174.850516	-1.240478	1.3475219999999999	0.9375959999999999	16643.0	12843.0	18516.0	12802.0
chips can	428674.0	3.0	0.0	None	None	None	None	-20.429567000000002	-43.984991	159.635527	-0.8562870000000001	1.690259	0.499733	16642.0	12847.0	18508.0	12838.0
chips can	428675.0	3.0	0.0	None	None	None	None	53.015398	-35.322103999999996	173.922376	-0.566735	-1.6488720000000001	-0.341883	16648.0	12843.0	18512.0	12838.0
chips can	428676.0	3.0	0.0	None	None	None	None	59.39577	-45.779934999999995	118.50255800000001	-0.678149	-1.6110229999999999	-0.371296	16649.0	12843.0	18510.0	12856.0
chips can	428677.0	3.0	0.0	None	None	None	None	48.370566	-37.25802	83.397361	-0.620667	-1.558807	-0.460746	16649.0	12843.0	18517.0	12855.0
chips can	428678.0	3.0	0.0	None	None	None	None	-15.527168	-99.219902	95.31819499999999	-1.073888	1.420491	0.9174629999999999	16646.0	12847.0	18512.0	12853.0
chips can	428679.0	3.0	0.0	None	None	None	None	-21.315233	-42.987605	150.07330100000001	-0.754053	1.626509	0.457604	16646.0	12845.0	18506.0	12838.0
chips can	428680.0	3.0	0.0	None	None	None	None	47.580721000000004	-24.012262	151.28576	-0.543647	-1.653418	-0.407498	16649.0	12839.0	18515.0	12806.0
chips can	428681.0	3.0	0.0	None	None	None	None	-33.299929	-49.184987	89.13011800000001	-0.794795	1.600647	0.56735	16650.0	12838.0	18518.0	12844.0
chips can	428682.0	3.0	0.0	None	None	None	None	-16.172258	-40.522194	181.214507	-0.890144	1.526383	0.5883609999999999	16645.0	12841.0	18505.0	12816.0
chips can	428683.0	3.0	0.0	None	None	None	None	49.85145	-34.180841	142.462435	-0.605907	-1.663026	-0.31709699999999996	16647.0	12844.0	18512.0	12812.0
chips can	428684.0	3.0	0.0	None	None	None	None	-5.989779	-60.597035999999996	96.29916300000001	-1.0344149999999999	1.5304149999999999	0.753438	16647.0	12839.0	18516.0	12825.0
chips can	428686.0	3.0	0.0	None	None	None	None	-19.819104	-47.626808000000004	89.680886	-0.9783790000000001	1.5906770000000001	0.6035560000000001	16646.0	12841.0	18512.0	12841.0
chips can	428687.0	3.0	0.0	None	None	None	None	51.354452	-29.557038000000002	179.921941	-0.451191	-1.63357	-0.378275	16650.0	12843.0	18514.0	12841.0
chips can	428688.0	3.0	0.0	None	None	None	None	-13.469797	-46.386344	129.303549	-0.982824	1.479213	0.717312	16647.0	12839.0	18516.0	12849.0
