Image ID,Angle
101807,0.10694894539906068
101808,0.12314559696731801
101809,1.791626649113062
101811,0.16935102991371517
101812,0.14925101892675374
101814,0.18202387895132224
101815,0.14268931616641364
101817,0.09656937026413111
101818,0.1103317403665066
101822,0.32400712680763916
101823,0.14141502371317713
101824,0.15824633033223026
101825,0.14447126178857286
101826,0.23325472790107205
101827,0.17868914581827397
101828,0.1489494414721599
101829,0.12263817225237848
101830,0.16008954447612123
101831,0.14719204856634238
101832,0.19652455743512426
101834,0.19052472263514633
101835,0.19260320501629202
101836,0.2504835252368556
101837,0.16090401668336865
101838,0.1323517097813383
101839,0.15089795943868314
101840,0.1475085089071615
101841,0.1592934631973235
101843,0.1634485115476321
101844,0.13797872368483974
101845,0.1253475690571998
101846,0.15096110308318883
101847,0.1740634001278984
101848,0.14761136252030302
101849,0.2067489236826825
101850,0.19825044504428965
101851,0.1827458079896347
101852,0.17950757824180671
101853,0.14402278525499163
101854,0.16499330629912204
101855,0.07907220470458587
101856,0.1454321805493178
101857,0.08180527118937561
101858,0.0774961249581722
101859,0.13901768720414362
101860,0.14539247236034267
101862,0.0822414327181283
101863,0.09926397601805693
101864,0.3620100798558385
101865,1.995415798864346
101869,0.16625394747143385
101870,0.8241055658974359
101871,0.06077271893019128
101872,0.41436691227496114
102877,0.07841330417607811
102878,0.05260822573934039
102879,0.05623323528590375
102880,0.0874126075933851
102881,0.0682776370479508
102882,0.5648957974500077
102883,0.07060837182804432
102884,0.11397792532641973
102885,0.06972603105120835
102886,0.1204549326454616
102887,0.06193817123917172
102888,0.05712358134641489
102889,0.0969131917570793
102890,0.11168130927507797
102891,0.09511903996909278
102892,0.09025941462759175
102893,0.10668302282659094
102894,0.08842884372713179
102895,0.9191282194167242
102896,0.07957732559573472
102897,0.11235887796910378
102898,0.10473323807901479
102900,0.09349470019597717
102901,0.07541332693647458
103033,2.945127632161635
103034,0.17352491454549615
103035,0.13838349996061386
103036,0.14602776199295303
103037,0.15833978603068932
103038,0.18195139895139673
103039,0.17969849581719896
103040,0.23725200328940707
103041,0.20377138215350715
103042,0.1805178759000075
103043,0.1961213567743658
103044,0.18766006904287666
103045,0.2278507517402145
103046,0.23670555977480026
103047,0.236769233688148
103048,0.22130305232306366
103049,0.2306059508190372
103050,0.21617458825459857
103051,0.2277374925855291
103052,0.1778312239028494
103053,0.19223168483049724
103054,0.19278908839500244
103055,0.1973786161579923
103056,0.21489368057396482
103057,0.1785072827794956
103058,0.21703660747857018
103059,0.15869899381569144
103060,0.18927876570039862
103061,0.21297156266543218
103062,0.1946940046596016
103063,0.20163930575197983
103064,0.19947832499528884
103065,0.2614694069490829
103066,0.20305287015837364
103067,0.27051684132918397
103068,0.19273516351120654
103069,0.19259347912742683
103070,0.1998249042314408
103071,0.16707253754686077
103072,0.19242197168023759
103073,0.19767927053486345
103074,0.21449845335420784
103075,0.21351344087564547
103076,0.21760553446441977
103077,0.2252477412478524
103078,0.2180629691453398
103079,0.18923687934358296
103080,0.02141099279102095
103081,0.14682706958036418
103082,0.5089671001816363
103083,0.1341329972123344
103084,0.09705774159544903
103085,0.12505246447778468
103086,0.11040894415169399
103087,0.05944340139391859
103088,0.1002668518348447
103089,0.17653456405477977
103090,0.3058424392677557
