Image ID	Angle
191857.0	0.0611740303650874
191858.0	0.0640126450231579
191859.0	0.14806456140482194
191860.0	0.055706704686150486
191861.0	0.03496665589048205
191862.0	0.2596835195451224
191863.0	0.4873351933612879
191864.0	0.2689414502005808
191865.0	0.06470942214058906
191866.0	0.12908586162169922
415787.0	0.14264280462453194
415788.0	0.10935943625231305
415789.0	0.13063036882024012
415790.0	0.12729161956168525
415791.0	0.1341096178081007
415792.0	0.13718084847795317
415794.0	0.1793789501743611
415795.0	0.14316483135647906
415796.0	0.14917803400204133
415797.0	0.16483154228068683
415798.0	0.158888611333203
415799.0	0.19483225965292264
415800.0	0.16005779813671944
415801.0	0.14782857567691327
415802.0	0.14224835601594726
415803.0	0.16661613392320557
415804.0	0.13306624072512827
415805.0	0.11839655214945072
415806.0	0.17209025376219503
415807.0	0.1738449898767621
415808.0	0.15862709285154064
415809.0	0.18272719077757002
415810.0	0.22883763880779462
415811.0	0.14690763533539603
415812.0	0.14874225414053904
415813.0	0.1803899339249198
415814.0	0.13678673031478977
415815.0	0.12605399491186206
415816.0	0.1448293192782187
415817.0	0.15548245144753417
415818.0	0.17498848472380035
415819.0	0.17904398200944105
415820.0	0.15797729119350074
415821.0	0.10563812844184313
415822.0	0.16900286861328825
415823.0	0.10107742603300823
415824.0	0.09293744143097535
415825.0	0.16609601249102926
415826.0	0.13196226267747585
415827.0	0.15911994460918025
415828.0	0.12321910057399073
415829.0	0.16173467993522808
415831.0	0.1490613017170955
415832.0	0.13675518559013042
415833.0	0.1282903579005513
415834.0	0.1507148001282308
415835.0	0.13362501079918862
415836.0	0.17034277272597628
415837.0	0.1356644020610876
415838.0	0.107628840822772
415839.0	0.07805675964960361
415840.0	0.01737511785143098
415841.0	0.07078094723809443
415842.0	0.021228477683305175
415843.0	0.0459526906238239
415844.0	0.032788502177059295
415845.0	0.13037325891419585
415846.0	0.08401611736006981
415847.0	0.05506108700246665
415848.0	0.021317020668548185
415849.0	0.034400117079527254
415850.0	0.0959640416657271
415851.0	0.07041141485619863
415852.0	0.0920462012698968
415853.0	0.051631605179767774
415854.0	0.06794383946270328
415855.0	0.03891041877806281
415856.0	0.04817047375517141
415857.0	0.04926773546856529
415858.0	0.22972481947914491
415859.0	0.08673878211693628
415860.0	0.05167204360861055
415861.0	0.10598366826865017
415862.0	0.040512521348048135
415864.0	0.06047263137463808
415865.0	0.1230899437203745
415866.0	0.08464479346185609
415867.0	0.14166252256561232
415868.0	0.10696003647955359
415869.0	0.07274572851017154
415870.0	0.08148441776640393
415871.0	0.060977348255335906
415872.0	0.07955137230990117
415873.0	0.050655958699868726
415874.0	0.09902188004676893
415875.0	0.051607368242628016
415876.0	0.03265873678638777
415877.0	0.07423951710350897
415878.0	0.11298164472698417
415879.0	0.05243449918901361
415880.0	0.04993128523937567
415881.0	0.08109779720058734
415882.0	0.02641463089885927
415883.0	0.02854518519227296
415884.0	0.06300809193354626
415885.0	0.05537326461572087
415886.0	0.07442989993535737
463745.0	1.495013324440849
463746.0	1.5169054302650524
463747.0	1.5134588936001248
463748.0	1.4865698914553322
463749.0	1.4854014789012384
463750.0	1.5107747645770757
463751.0	1.5998453916769002
463752.0	1.6152899850752258
463753.0	1.5072791747818133
463754.0	1.481683735216079
463755.0	1.4775242543588145
463756.0	1.3418005570915759
463757.0	1.466573104781689
463758.0	1.5050466311337174
463759.0	1.544306608423274
463760.0	1.550039277998592
463761.0	1.5537407766390958
463762.0	1.476912520530963
463763.0	1.537670155886367
463764.0	1.4620943097032844
463765.0	1.5356316947036006
463766.0	1.4464341151373161
463767.0	1.4906205420092233
463768.0	1.5117137137070578
463769.0	1.460364208677772
463770.0	1.5214915155019084
463771.0	1.4834707383788932
463772.0	1.504392754534492
463773.0	1.4611072624776915
